Latitude,Longitude,OBJECTID,PONTO_RECOLHA_FREGUESIA,PONTO_RECOLHA_LOCAL,CONTENTOR_RESiDUO,CONTENTOR_TIPO,CONTENTOR_CAPACIDADE,CONTENTOR_QT,CONTENTOR_TOTAL_LITROS
-9.142814171,38.70642562,627,Misericordia,15878: Cais do Sodre (Ambos (->)(10->46): Pc Duque da Terceira - Tv Corpo Santo),Lixos,CV0240,240,1,240
-9.142814171,38.70642562,628,Misericordia,15878: Cais do Sodre (Ambos (->)(10->46): Pc Duque da Terceira - Tv Corpo Santo),Lixos,CV0140,140,1,140
-9.142229849,38.70656579,629,Misericordia,15879: Cais do Sodre (Ambos (->)(2->16): Tv Corpo Santo - Lg Corpo Santo),Lixos,CV0140,140,2,280
-9.142229849,38.70656579,630,Misericordia,15879: Cais do Sodre (Ambos (->)(2->16): Tv Corpo Santo - Lg Corpo Santo),Lixos,CV0140,140,2,280
-9.142229849,38.70656579,631,Misericordia,15879: Cais do Sodre (Ambos (->)(2->16): Tv Corpo Santo - Lg Corpo Santo),Papel e Cartao,CV0140,140,1,140
-9.146220062,38.70826974,632,Misericordia,15880: Bc da Moeda (Ambos (->)(4->6): R Sao Paulo - R Sao Paulo),Lixos,CV0090,90,1,90
-9.146220062,38.70826974,633,Misericordia,15880: Bc da Moeda (Ambos (->)(4->6): R Sao Paulo - R Sao Paulo),Lixos,CV0090,90,1,90
-9.149564432,38.70900633,634,Misericordia,"15881: Pto Galega (Rua da Boavista, 118) (Ambos (->)(18->): R da Boavista - R da Boavista)",Lixos,CV0240,240,1,240
-9.150599493,38.70903335,635,Misericordia,15882: Bc da Boavista (Ambos (->)(4->10): R da Boavista - R da Boavista),Lixos,CV0140,140,1,140
-9.150599493,38.70903335,636,Misericordia,15882: Bc da Boavista (Ambos (->)(4->10): R da Boavista - R da Boavista),Lixos,CV0090,90,1,90
-9.144620547,38.7073468,637,Misericordia,15883: Tv Ribeira Nova (Ambos (->)(->): R Remolares - R Nova do Carvalho),Lixos,CV0090,90,1,90
-9.144620547,38.7073468,638,Misericordia,15883: Tv Ribeira Nova (Ambos (->)(->): R Remolares - R Nova do Carvalho),Lixos,CV0090,90,1,90
-9.144764004,38.70692219,639,Misericordia,15884: Pc Ribeira Nova (Ambos (->)(2->18): Av 24 de Julho - R Ribeira Nova),Lixos,CV0240,240,1,240
-9.144764004,38.70692219,640,Misericordia,15884: Pc Ribeira Nova (Ambos (->)(2->18): Av 24 de Julho - R Ribeira Nova),Lixos,CV0240,240,1,240
-9.144764004,38.70692219,641,Misericordia,15884: Pc Ribeira Nova (Ambos (->)(2->18): Av 24 de Julho - R Ribeira Nova),Papel e Cartao,CA1100,1100,1,1100
-9.145088222,38.70790123,642,Misericordia,15885: Pc Sao Paulo (Ambos (->)(->): R Sao Paulo - Tv Carvalho),Lixos,CV0240,240,1,240
-9.145088222,38.70790123,643,Misericordia,15885: Pc Sao Paulo (Ambos (->)(->): R Sao Paulo - Tv Carvalho),Lixos,CV0240,240,1,240
-9.144888868,38.70762372,644,Misericordia,15886: Pc Sao Paulo (Ambos (1->9)(4->8): Tv Carvalho - Tv Ribeira Nova),Lixos,CV0140,140,4,560
-9.144888868,38.70762372,645,Misericordia,15886: Pc Sao Paulo (Ambos (1->9)(4->8): Tv Carvalho - Tv Ribeira Nova),Lixos,CV0240,240,1,240
-9.144888868,38.70762372,646,Misericordia,15886: Pc Sao Paulo (Ambos (1->9)(4->8): Tv Carvalho - Tv Ribeira Nova),Papel e Cartao,CV0140,140,1,140
-9.144475184,38.70763631,647,Misericordia,15887: Pc Sao Paulo (Ambos (17->19)(16->18): Tv Ribeira Nova - R Sao Paulo),Lixos,CV0240,240,1,240
-9.144475184,38.70763631,648,Misericordia,15887: Pc Sao Paulo (Ambos (17->19)(16->18): Tv Ribeira Nova - R Sao Paulo),Lixos,CV0240,240,1,240
-9.143298848,38.70655655,649,Misericordia,15888: Pc Duque da Terceira (Ambos (->)(24->): Cais do Sodre - R Bernardino da Costa),Lixos,CV0240,240,2,480
-9.143298848,38.70655655,650,Misericordia,15888: Pc Duque da Terceira (Ambos (->)(24->): Cais do Sodre - R Bernardino da Costa),Papel e Cartao,CV0240,240,1,240
-9.143404712,38.70672678,651,Misericordia,15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim),Lixos,CV0140,140,2,280
-9.143404712,38.70672678,652,Misericordia,15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim),Lixos,CV0090,90,1,90
-9.143404712,38.70672678,653,Misericordia,15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim),Lixos,CV0120,120,1,120
-9.143404712,38.70672678,654,Misericordia,15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim),Lixos,CV0140,140,2,280
-9.143404712,38.70672678,655,Misericordia,15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim),Lixos,CV0090,90,1,90
-9.143404712,38.70672678,656,Misericordia,15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim),Lixos,CV0120,120,1,120
-9.143404712,38.70672678,657,Misericordia,15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim),Papel e Cartao,CV0140,140,2,280
-9.143611743,38.706734,658,Misericordia,15890: Pc Duque da Terceira (Ambos (9->13)(->): R do Alecrim - R Remolares),Lixos,CV0090,90,1,90
-9.143611743,38.706734,659,Misericordia,15890: Pc Duque da Terceira (Ambos (9->13)(->): R do Alecrim - R Remolares),Lixos,CV0140,140,4,560
-9.143611743,38.706734,660,Misericordia,15890: Pc Duque da Terceira (Ambos (9->13)(->): R do Alecrim - R Remolares),Lixos,CV0090,90,1,90
-9.143611743,38.706734,661,Misericordia,15890: Pc Duque da Terceira (Ambos (9->13)(->): R do Alecrim - R Remolares),Lixos,CV0140,140,4,560
-9.143759014,38.70657959,662,Misericordia,15891: Pc Duque da Terceira (Ambos (1->)(2->4): R Remolares - Av 24 de Julho),Lixos,CV0140,140,2,280
-9.143759014,38.70657959,663,Misericordia,15891: Pc Duque da Terceira (Ambos (1->)(2->4): R Remolares - Av 24 de Julho),Lixos,CV0140,140,2,280
-9.143759014,38.70657959,664,Misericordia,15891: Pc Duque da Terceira (Ambos (1->)(2->4): R Remolares - Av 24 de Julho),Papel e Cartao,CV0240,240,1,240
-9.142005028,38.70692805,333,Misericordia,15892: Lg Corpo Santo (Ambos (->)(2->6): Cais do Sodre - R Arsenal),Lixos,CV0140,140,1,140
-9.1420101,38.70728832,334,Misericordia,15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial),Lixos,CV0090,90,1,90
-9.1420101,38.70728832,335,Misericordia,15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial),Lixos,CV0140,140,4,560
-9.1420101,38.70728832,336,Misericordia,15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial),Lixos,CV0240,240,2,480
-9.1420101,38.70728832,337,Misericordia,15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial),Lixos,CV0090,90,1,90
-9.1420101,38.70728832,338,Misericordia,15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial),Lixos,CV0140,140,4,560
-9.1420101,38.70728832,339,Misericordia,15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial),Lixos,CV0240,240,2,480
-9.14208135,38.70744985,342,Misericordia,15894: Lg Corpo Santo (Ambos (15->23)(14->22): Cc do Ferragial - R Corpo Santo),Lixos,CV0240,240,1,240
-9.14208135,38.70744985,343,Misericordia,15894: Lg Corpo Santo (Ambos (15->23)(14->22): Cc do Ferragial - R Corpo Santo),Lixos,CV0140,140,2,280
-9.14208135,38.70744985,344,Misericordia,15894: Lg Corpo Santo (Ambos (15->23)(14->22): Cc do Ferragial - R Corpo Santo),Lixos,CV0240,240,1,240
-9.14208135,38.70744985,340,Misericordia,15894: Lg Corpo Santo (Ambos (15->23)(14->22): Cc do Ferragial - R Corpo Santo),Lixos,CV0140,140,2,280
-9.14208135,38.70744985,341,Misericordia,15894: Lg Corpo Santo (Ambos (15->23)(14->22): Cc do Ferragial - R Corpo Santo),Papel e Cartao,CV0240,240,1,240
-9.149863686,38.70903075,345,Misericordia,15896: Bc Francisco Andre (Ambos (3->)(->): R da Boavista - R da Boavista),Lixos,CV0140,140,1,140
-9.14534815,38.7075837,346,Misericordia,15897: Tv de Sao Paulo (Ambos (->)(->): Pc Sao Paulo - R Ribeira Nova),Lixos,CV0140,140,2,280
-9.14534815,38.7075837,347,Misericordia,15897: Tv de Sao Paulo (Ambos (->)(->): Pc Sao Paulo - R Ribeira Nova),Lixos,CV0240,240,1,240
-9.14534815,38.7075837,348,Misericordia,15897: Tv de Sao Paulo (Ambos (->)(->): Pc Sao Paulo - R Ribeira Nova),Lixos,CV0140,140,2,280
-9.14534815,38.7075837,349,Misericordia,15897: Tv de Sao Paulo (Ambos (->)(->): Pc Sao Paulo - R Ribeira Nova),Lixos,CV0240,240,1,240
-9.14534815,38.7075837,350,Misericordia,15897: Tv de Sao Paulo (Ambos (->)(->): Pc Sao Paulo - R Ribeira Nova),Papel e Cartao,CV0140,140,1,140
-9.1443768,38.70636706,351,Misericordia,15898: Av 24 de Julho (Impar (1->)(->): Pc Duque da Terceira - Tv dos Remolares),Lixos,CV0090,90,1,90
-9.1443768,38.70636706,352,Misericordia,15898: Av 24 de Julho (Impar (1->)(->): Pc Duque da Terceira - Tv dos Remolares),Lixos,CV0240,240,1,240
-9.1443768,38.70636706,353,Misericordia,15898: Av 24 de Julho (Impar (1->)(->): Pc Duque da Terceira - Tv dos Remolares),Lixos,CV0140,140,1,140
-9.144734149,38.70643602,354,Misericordia,15899: Av 24 de Julho (Par (->)(2->): Tv dos Remolares - Pc Ribeira Nova),Lixos,CV0140,140,1,140
